beside,beside,694,266,434,747,528,698,715,585,721,370,754,412,282,134,362,341,206,321,203,202,136,159,139,119,109,94,75,72,64,12,52,24,48,43,28,36,27,27,25,19,23,21,15,21,21,20,17,15,13,13,10,9,9,9,8,6,7,7,6,6,5,5,5,5,4,3,3,3,3,1
in,in,567,348,405,551,492,622,529,352,540,211,412,734,356,212,241,243,95,252,206,202,112,159,120,116,108,90,75,72,55,13,49,22,48,37,20,23,19,28,22,23,23,17,13,21,19,18,17,14,14,11,10,9,9,9,6,5,7,7,5,5,5,5,5,5,4,3,3,2,3,1
hold,hold,606,577,139,598,597,532,479,219,477,86,282,356,610,43,128,149,43,156,177,184,49,156,108,110,109,84,72,72,52,0,40,5,48,27,5,1,9,11,11,14,23,14,7,20,1,17,15,13,10,7,10,9,8,1,7,2,7,6,5,3,5,5,5,3,4,3,3,3,2,0
over,over,226,30,568,197,140,271,168,182,195,162,134,212,43,569,128,113,100,114,60,35,114,32,45,32,30,35,30,30,32,49,39,16,30,38,20,19,20,20,19,22,23,18,12,20,18,18,17,14,13,11,10,9,8,9,7,5,7,6,5,5,5,5,5,4,4,2,3,2,3,1
by,by,374,115,333,404,304,369,392,361,400,294,362,241,128,128,417,282,175,267,142,119,125,114,123,112,109,89,72,72,64,9,51,23,48,43,27,29,24,25,24,20,23,18,16,21,18,18,17,14,13,12,10,9,8,9,8,4,7,6,6,5,5,5,5,5,4,3,3,3,2,1
on the left of,on the left of,367,137,306,376,292,364,351,334,363,257,341,243,149,113,282,381,136,299,169,144,116,138,129,115,109,92,73,72,62,13,49,25,48,42,26,32,26,24,24,14,23,19,15,21,18,19,17,15,13,13,10,9,9,9,8,6,6,7,6,6,5,5,5,4,4,3,3,3,3,1
beneath,beneath,226,31,200,297,202,219,242,363,265,332,206,95,43,100,175,136,366,132,57,33,67,32,52,34,32,38,31,31,43,7,42,17,31,43,33,24,20,18,22,21,23,19,10,20,18,19,17,14,14,12,10,9,8,7,8,5,6,6,6,5,5,5,5,5,4,3,3,3,2,1
on the right of,on the right of,356,144,303,359,284,342,348,326,347,243,321,252,156,114,267,299,132,364,178,152,120,143,126,114,109,90,74,72,57,8,52,24,48,42,27,30,22,25,24,19,23,18,15,21,16,18,17,14,12,12,10,9,9,9,6,5,7,7,6,5,5,5,5,5,4,3,3,3,2,1
with,with,218,171,156,219,200,215,212,207,216,108,203,206,177,60,142,169,57,178,222,173,61,155,108,109,108,81,72,72,54,6,42,8,48,32,12,4,11,12,14,15,23,15,7,20,2,17,15,12,11,10,10,9,8,3,6,3,6,6,4,2,5,5,5,4,4,3,3,2,2,0
sit on,sit on,205,187,126,205,193,197,204,193,203,77,202,202,184,35,119,144,33,152,173,205,50,157,103,115,108,85,75,72,51,1,38,4,48,24,5,0,7,11,11,14,23,14,0,21,0,17,15,13,9,10,10,9,9,1,4,3,7,7,4,2,5,5,5,3,4,3,3,2,3,0
on the top of,on the top of,181,40,179,169,112,158,159,142,166,127,136,112,49,114,125,116,67,120,61,50,189,41,49,46,41,46,43,40,41,11,44,25,40,33,17,8,16,21,17,16,23,15,14,20,5,18,16,14,12,12,10,9,9,8,7,4,7,7,6,4,5,5,5,4,4,2,3,3,2,1
ride,ride,159,157,115,159,158,159,159,158,159,71,159,159,156,32,114,138,32,143,155,157,41,159,105,110,108,82,72,72,51,0,37,2,48,23,3,2,6,7,9,14,23,14,2,20,2,17,15,12,9,7,10,9,8,1,5,2,6,6,4,3,5,5,5,3,4,3,3,2,2,0
carry,carry,156,103,137,156,148,148,156,144,150,97,139,120,108,45,123,129,52,126,108,103,49,105,156,107,104,88,71,71,54,0,39,4,47,27,5,13,7,9,12,14,23,21,9,20,10,20,17,14,11,7,10,9,8,2,7,3,6,6,6,3,5,5,5,4,4,2,3,3,2,0
look,look,120,110,117,120,115,118,120,119,120,76,119,116,110,32,112,115,34,114,109,115,46,110,107,120,109,88,75,72,51,0,38,2,48,23,3,0,9,9,10,14,23,17,0,20,0,20,15,15,10,8,10,9,9,1,5,4,6,7,6,2,5,5,5,3,4,3,3,3,3,0
stand next to,stand next to,109,108,109,109,108,109,109,109,109,70,109,108,109,30,109,109,32,109,108,108,41,108,104,109,109,82,72,72,51,0,37,2,48,23,3,0,7,7,8,14,23,14,0,20,0,17,15,13,9,7,10,9,8,1,5,2,6,6,5,2,5,5,5,3,4,3,3,3,2,0
stand on,stand on,94,82,94,94,90,93,94,94,93,81,94,90,84,35,89,92,38,90,81,85,46,82,88,88,82,94,74,72,51,0,39,3,48,24,3,1,9,12,12,14,23,17,2,21,3,20,17,15,10,8,10,9,9,1,6,3,6,7,6,3,5,5,5,3,4,3,3,3,3,0
sit next to,sit next to,75,72,74,75,74,75,75,75,75,71,75,75,72,30,72,73,31,74,72,75,43,72,71,75,72,74,75,72,51,0,37,2,48,23,3,0,6,8,10,14,23,14,0,20,0,17,15,12,9,8,10,9,9,1,4,2,6,7,4,2,5,5,5,3,4,3,3,2,2,0
use,use,72,72,72,72,72,72,72,72,72,69,72,72,72,30,72,72,31,72,72,72,40,72,71,72,72,72,72,72,51,0,37,2,48,23,3,0,6,7,8,14,23,14,0,20,0,17,15,12,9,7,10,9,8,1,4,2,6,6,4,2,5,5,5,3,4,3,3,2,2,0
at,at,64,51,59,64,58,64,64,64,64,58,64,55,52,32,64,62,43,57,54,51,41,51,54,51,51,51,51,51,64,0,38,2,47,23,4,2,6,6,9,14,23,15,2,20,2,17,15,12,10,7,10,9,8,2,5,2,6,6,4,2,5,5,5,4,4,2,3,2,2,0
cover,cover,24,0,60,40,6,30,17,15,35,16,12,13,0,49,9,13,7,8,6,1,11,0,0,0,0,0,0,0,0,60,0,2,0,2,3,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
touch,touch,57,37,54,57,47,53,55,57,57,56,52,49,40,39,51,49,42,52,42,38,44,37,39,38,37,39,37,37,38,0,57,9,37,24,5,0,9,9,9,14,23,14,3,20,1,17,16,13,10,7,10,9,8,1,4,3,6,6,4,2,5,5,5,3,4,2,3,2,3,0
attach to,attach to,51,2,51,42,38,42,45,47,38,28,24,22,5,16,23,25,17,24,8,4,25,2,4,2,2,3,2,2,2,2,9,51,2,8,11,0,8,10,4,2,2,2,7,2,1,2,3,2,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
watch,watch,48,48,48,48,48,48,48,48,48,48,48,48,48,30,48,48,31,48,48,48,40,48,47,48,48,48,48,48,47,0,37,2,48,23,3,0,6,7,8,14,23,14,0,20,0,17,15,12,9,7,10,9,8,1,4,2,6,6,4,2,5,5,5,3,4,3,3,2,2,0
across,across,45,23,44,45,40,44,45,45,45,44,43,37,27,38,43,42,43,42,32,24,33,23,27,23,23,24,23,23,23,2,24,8,23,45,12,3,12,10,16,14,22,14,3,20,2,17,16,12,10,9,10,9,8,3,5,3,6,6,4,2,5,5,5,5,4,3,3,2,2,0
against,against,30,3,38,29,24,36,34,38,30,38,28,20,5,20,27,26,33,27,12,5,17,3,5,3,3,3,3,3,4,3,5,11,3,12,38,2,14,7,5,7,3,4,3,3,1,3,3,3,5,5,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1
park next,park next,37,0,35,37,37,37,37,37,37,35,36,23,1,19,29,32,24,30,4,0,8,2,13,0,0,1,0,0,2,0,0,0,0,3,2,37,0,0,8,1,0,3,3,0,17,0,0,0,0,0,0,0,0,7,2,3,0,0,0,3,0,0,0,1,0,0,0,0,0,1
taller than,taller than,32,6,29,32,16,28,32,30,32,29,27,19,9,20,24,26,20,22,11,7,16,6,7,9,7,9,6,6,6,2,9,8,6,12,14,0,32,7,7,7,6,6,2,6,1,6,6,8,7,6,6,6,6,1,5,4,6,6,5,2,5,5,5,3,4,2,3,3,3,0
inside,inside,29,8,26,29,21,28,29,26,27,21,27,28,11,20,25,24,18,25,12,11,21,7,9,9,7,12,8,7,6,2,9,10,7,10,7,0,7,29,9,6,6,7,4,7,2,7,8,7,7,9,6,6,7,1,4,2,6,7,5,2,5,5,5,3,4,3,3,2,2,0
adjacent to,adjacent to,26,9,26,27,24,26,27,27,25,25,25,22,11,19,24,24,22,24,14,11,17,9,12,10,8,12,10,8,9,0,9,4,8,16,5,8,7,9,27,7,7,8,4,8,6,7,7,7,7,8,7,7,8,6,6,5,6,7,4,4,5,5,5,5,4,3,3,2,2,1
fly,fly,22,14,23,19,18,20,23,22,21,23,19,23,14,22,20,14,21,19,15,14,16,14,14,14,14,14,14,14,14,0,14,2,14,14,7,1,7,6,7,23,14,14,0,14,2,14,14,12,9,7,10,9,8,1,4,2,6,6,4,2,5,5,5,3,4,2,3,2,2,0
talk,talk,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0,23,2,23,22,3,0,6,6,7,14,23,14,0,20,0,17,15,12,9,7,10,9,8,1,4,2,6,6,4,2,5,5,5,3,4,2,3,2,2,0
pull,pull,21,14,21,21,18,20,21,21,21,20,21,17,14,18,18,19,19,18,15,14,15,14,21,17,14,17,14,14,15,0,14,2,14,14,4,3,6,7,8,14,14,21,1,14,2,17,14,13,10,7,10,9,8,1,4,2,6,6,5,2,5,5,5,3,4,2,3,2,2,0
contain,contain,20,0,19,20,20,21,20,20,20,17,15,13,7,12,16,15,10,15,7,0,14,2,9,0,0,2,0,0,2,1,3,7,0,3,3,3,2,4,4,0,0,1,21,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drive,drive,21,21,21,21,21,20,21,21,20,20,21,21,20,20,21,21,20,21,20,21,20,20,20,20,20,21,20,20,20,0,20,2,20,20,3,0,6,7,8,14,20,14,0,21,0,17,15,12,9,7,10,9,8,1,4,2,6,6,4,2,5,5,5,3,4,2,3,2,2,0
park on,park on,21,0,21,21,21,21,21,21,21,20,21,19,1,18,18,18,18,16,2,0,5,2,10,0,0,3,0,0,2,0,1,1,0,2,1,17,1,2,6,2,0,2,4,0,21,0,2,0,0,0,0,0,0,4,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1
walk to,walk to,20,17,20,20,18,20,20,20,20,20,20,18,17,18,18,19,19,18,17,17,18,17,20,20,17,20,17,17,17,0,17,2,17,17,3,0,6,7,7,14,17,17,0,17,0,20,15,13,10,7,10,9,8,1,4,2,6,6,5,2,5,5,5,3,4,2,3,2,2,0
lean on,lean on,17,15,17,17,17,17,17,17,17,17,17,17,15,17,17,17,17,17,15,15,16,15,17,15,15,17,15,15,15,0,16,3,15,16,3,0,6,8,7,14,15,14,1,15,2,15,17,12,9,7,10,9,8,1,4,2,6,6,4,2,5,5,5,3,4,2,3,2,2,0
eat,eat,15,12,15,15,14,15,15,15,15,15,15,14,13,14,14,15,14,14,12,13,14,12,14,15,13,15,12,12,12,0,13,2,12,12,3,0,8,7,7,12,12,13,0,12,0,13,12,15,10,7,10,9,8,1,5,3,6,6,6,2,5,5,5,3,4,2,3,3,3,0
face,face,15,9,14,15,12,13,14,15,15,13,13,14,10,13,13,13,14,12,11,9,12,9,11,10,9,10,9,9,10,1,10,2,9,10,5,0,7,7,7,9,9,10,1,9,0,10,9,10,15,7,9,9,8,1,4,2,6,6,5,2,5,5,5,3,4,2,3,2,2,0
lying on,lying on,13,7,13,13,10,13,13,12,13,12,13,11,7,11,12,13,12,12,10,10,12,7,7,8,7,8,8,7,7,0,7,4,7,9,5,0,6,9,8,7,7,7,0,7,0,7,7,7,7,13,7,7,8,1,4,2,6,7,4,2,5,5,5,3,4,2,3,2,2,0
hit,hit,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,2,10,10,3,0,6,6,7,10,10,10,0,10,0,10,10,10,9,7,10,9,8,1,4,2,6,6,4,2,5,5,5,3,4,2,3,2,2,0
play with,play with,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,2,9,9,3,0,6,6,7,9,9,9,0,9,0,9,9,9,9,7,9,9,8,1,4,2,6,6,4,2,5,5,5,3,4,2,3,2,2,0
sleep on,sleep on,9,8,9,9,9,9,9,9,9,9,9,9,8,8,8,9,8,9,8,9,9,8,8,9,8,9,9,8,8,0,8,2,8,8,3,0,6,7,8,8,8,8,0,8,0,8,8,8,8,8,8,8,9,1,4,2,6,7,4,2,5,5,5,3,4,2,3,2,2,0
drive on,drive on,9,1,9,9,9,9,9,9,9,9,9,9,1,9,9,9,7,9,3,1,8,1,2,1,1,1,1,1,2,0,1,1,1,3,2,7,1,1,6,1,1,1,0,1,4,1,1,1,1,1,1,1,1,9,2,3,1,1,1,2,1,1,1,2,1,1,1,1,1,1
stand behind,stand behind,8,4,8,8,7,8,8,8,8,8,8,6,7,7,8,8,8,6,6,4,7,5,7,5,5,6,4,4,5,0,4,2,4,5,3,2,5,4,6,4,4,4,1,4,2,4,4,5,4,4,4,4,4,2,8,2,4,4,5,3,4,4,4,4,4,2,3,3,2,0
follow,follow,7,2,6,7,7,6,7,7,7,6,6,5,2,5,4,6,5,5,3,3,4,2,3,4,2,3,2,2,2,0,3,2,2,3,3,3,4,2,5,2,2,2,0,2,2,2,2,3,2,2,2,2,2,3,2,7,2,2,2,3,2,2,2,2,2,2,2,2,3,1
sit behind,sit behind,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,6,6,7,6,7,7,6,6,6,6,6,6,6,6,0,6,2,6,6,3,0,6,6,6,6,6,6,0,6,0,6,6,6,6,6,6,6,6,1,4,2,7,6,4,2,5,5,5,3,4,2,3,2,2,0
rest on,rest on,7,6,7,7,7,7,7,7,7,7,7,7,6,6,6,7,6,7,6,7,7,6,6,7,6,7,7,6,6,0,6,2,6,6,3,0,6,7,7,6,6,6,0,6,0,6,6,6,6,7,6,6,7,1,4,2,6,7,4,2,5,5,5,3,4,2,3,2,2,0
feed,feed,6,4,6,6,5,6,6,6,6,6,6,5,5,5,6,6,6,6,4,4,6,4,6,6,5,6,4,4,4,0,4,2,4,4,3,0,5,5,4,4,4,5,0,4,0,5,4,6,5,4,4,4,4,1,5,2,4,4,6,2,4,4,4,3,4,2,3,3,2,0
outside of,outside of,6,2,6,6,6,6,6,6,6,6,6,5,3,5,5,6,5,5,2,2,4,3,3,2,2,3,2,2,2,0,2,2,2,2,3,3,2,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,6,2,2,2,2,2,2,2,2,2,1
walk,walk,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,2,5,5,3,0,5,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,1,4,2,5,5,4,2,5,5,5,3,4,2,3,2,2,0
kick,kick,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,2,5,5,3,0,5,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,1,4,2,5,5,4,2,5,5,5,3,4,2,3,2,2,0
walk next to,walk next to,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,2,5,5,3,0,5,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,1,4,2,5,5,4,2,5,5,5,3,4,2,3,2,2,0
stand under,stand under,5,3,5,5,5,5,5,5,5,5,5,5,3,4,5,4,5,5,4,3,4,3,4,3,3,3,3,3,4,0,3,2,3,5,3,1,3,3,5,3,3,3,0,3,1,3,3,3,3,3,3,3,3,2,4,2,3,3,3,2,3,3,3,5,3,2,3,2,2,0
skate on,skate on,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,2,4,4,3,0,4,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,4,1,4,2,4,4,4,2,4,4,4,3,4,2,3,2,2,0
sleep next to,sleep next to,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,0,2,2,3,3,2,0,2,3,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,0
walk beside,walk beside,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,3,3,3,0,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,1,3,2,3,3,3,2,3,3,3,3,3,2,3,2,2,0
sit under,sit under,3,2,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,2,2,3,2,3,3,3,3,2,2,2,0,2,2,2,2,2,0,3,2,2,2,2,2,0,2,0,2,2,3,2,2,2,2,2,1,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,0
walk past,walk past,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,2,3,2,2,2,3,2,3,2,2,2,0,3,2,2,2,2,0,3,2,2,2,2,2,0,2,0,2,2,3,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,0
park behind,park behind,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
